date,open,high,low,close,volume
2025-01-01 00:00:00+00:00,42000.0,42884.45066660621,41989.164821425795,42727.84516674844,3331396
2025-01-02 00:00:00+00:00,42727.84516674844,45392.47256444906,42626.061858232344,45304.86766377953,4414602
2025-01-03 00:00:00+00:00,45304.86766377953,45817.42730864914,45155.40803627798,45696.83667962948,2092255
2025-01-04 00:00:00+00:00,45696.83667962948,45789.20749671873,44044.31568692246,44075.2959956772,1613968
2025-01-05 00:00:00+00:00,44075.2959956772,45760.68415551559,44055.34026277885,45642.85306246648,1345522
2025-01-06 00:00:00+00:00,45642.85306246648,47675.6429481976,45563.53281677027,47453.72802142231,3330729
2025-01-07 00:00:00+00:00,47453.72802142231,48929.29199006602,47142.545867431916,48801.026798394254,3660738
2025-01-08 00:00:00+00:00,48801.026798394254,50407.817584238874,48760.43075686365,50373.5955892554,2141247
2025-01-09 00:00:00+00:00,50373.5955892554,50486.523929553754,49804.62481824209,49877.20839139025,4134628
2025-01-10 00:00:00+00:00,49877.20839139025,49885.798753680916,47917.37519635624,48072.77930019142,3956689
2025-01-11 00:00:00+00:00,48072.77930019142,48233.91842984969,46269.78704788441,46449.11417981741,2440534
2025-01-12 00:00:00+00:00,46449.11417981741,46506.889857309456,43285.69223859618,43492.21451210159,1955141
2025-01-13 00:00:00+00:00,43492.21451210159,44044.87651905459,43371.72197004225,43968.54778396314,3969269
2025-01-14 00:00:00+00:00,43968.54778396314,43980.150586394775,43733.36790034143,43870.76377159189,3685614
2025-01-15 00:00:00+00:00,43870.76377159189,43899.66384699623,43133.738830148075,43138.798871643456,1683144
2025-01-16 00:00:00+00:00,43138.798871643456,43172.279657222636,38256.80469398383,38267.158916231085,2020498
2025-01-17 00:00:00+00:00,38267.158916231085,38436.86752109777,36306.56190795274,36405.12950669585,2943866
2025-01-18 00:00:00+00:00,36405.12950669585,38263.357108093114,36371.82173812587,38160.24520434078,3044575
2025-01-19 00:00:00+00:00,38160.24520434078,38227.48211730278,37042.87133656717,37179.995888951795,1663834
2025-01-20 00:00:00+00:00,37179.995888951795,37779.21732765337,37090.095371763135,37777.97229637626,4794585
2025-01-21 00:00:00+00:00,37777.97229637626,37877.58759910108,35579.99946425853,35729.38464504795,2554595
2025-01-22 00:00:00+00:00,35729.38464504795,38113.00025775659,35628.349774912655,37942.55775380068,2525230
2025-01-23 00:00:00+00:00,37942.55775380068,38091.70578410845,37708.6116242677,37764.385495349496,1242129
2025-01-24 00:00:00+00:00,37764.385495349496,38494.96932104767,37694.08498215784,38261.072287835406,4502953
2025-01-25 00:00:00+00:00,38261.072287835406,42138.14039258261,38079.466068109024,42134.0076499698,1940575
2025-01-26 00:00:00+00:00,42134.0076499698,45037.13453856885,42039.885751380214,44886.54388913231,4947778
2025-01-27 00:00:00+00:00,44886.54388913231,44938.32726530498,44372.13695027219,44379.420203842026,2984068
2025-01-28 00:00:00+00:00,44379.420203842026,44467.47494565061,43214.37094605842,43366.022632755245,4499403
2025-01-29 00:00:00+00:00,43366.022632755245,43449.48610120329,42709.54004438147,42842.77017433006,1716487
2025-01-30 00:00:00+00:00,42842.77017433006,43829.16043491908,42831.90697675378,43798.770829985384,1663464
2025-01-31 00:00:00+00:00,43798.770829985384,43838.10272725242,43573.98154520325,43662.41688800337,4204455
2025-02-01 00:00:00+00:00,43662.41688800337,43750.45529426978,42705.384591019734,43012.658507768836,4278632
2025-02-02 00:00:00+00:00,43012.658507768836,45795.449356779194,42879.260833534005,45730.26615784254,3172373
2025-02-03 00:00:00+00:00,45730.26615784254,45825.19309411147,45409.472109347254,45571.128931791725,1128597
2025-02-04 00:00:00+00:00,45571.128931791725,50155.59155693624,45525.74070348043,50130.2279044329,4774892
2025-02-05 00:00:00+00:00,50130.2279044329,50534.51411024381,50093.12905690239,50376.77283809912,2573207
2025-02-06 00:00:00+00:00,50376.77283809912,54325.95147277139,50212.858951300914,54261.915325497175,4743937
2025-02-07 00:00:00+00:00,54261.915325497175,55358.270276918265,54172.23268917678,55127.23829617319,4482933
2025-02-08 00:00:00+00:00,55127.23829617319,57525.53089810358,54734.07791786272,57412.60866855737,4405959
2025-02-09 00:00:00+00:00,57412.60866855737,57599.419644228445,55669.21334134235,55800.586768768124,3755008
2025-02-10 00:00:00+00:00,55800.586768768124,56037.04394313526,53925.42132839575,53947.7889118304,3693002
2025-02-11 00:00:00+00:00,53947.7889118304,55207.452832529525,53916.23271061507,55038.35867473288,3130961
2025-02-12 00:00:00+00:00,55038.35867473288,57430.043817840364,54959.49794277912,57380.14280782203,1099115
2025-02-13 00:00:00+00:00,57380.14280782203,57570.409496644774,57244.260910745885,57543.266422444154,2551456
2025-02-14 00:00:00+00:00,57543.266422444154,57579.35161884257,54556.0013223333,54655.76751227953,3922165
2025-02-15 00:00:00+00:00,54655.76751227953,54767.02325429723,51723.11831692505,51756.388608512796,4249187
2025-02-16 00:00:00+00:00,51756.388608512796,51813.95902559149,48606.05933854685,48876.78840881857,3238264
2025-02-17 00:00:00+00:00,48876.78840881857,48911.330104986846,45456.161807331555,45518.3600858247,3838233
2025-02-18 00:00:00+00:00,45518.3600858247,45897.08608449554,45461.50289993893,45777.34157252059,1086978
2025-02-19 00:00:00+00:00,45777.34157252059,48073.44467418416,45627.58824348013,47992.55707636608,2873621
2025-02-20 00:00:00+00:00,47992.55707636608,48112.112331139826,47901.66761081739,48023.33743550618,3030900
2025-02-21 00:00:00+00:00,48023.33743550618,48195.409685012644,43710.72000409608,43830.16508865003,4569937
2025-02-22 00:00:00+00:00,43830.16508865003,43970.133137235265,43524.37722662238,43540.94895223824,2244207
2025-02-23 00:00:00+00:00,43540.94895223824,43779.779152998206,42905.17696315737,43303.191300114464,1919792
2025-02-24 00:00:00+00:00,43303.191300114464,47343.37930871237,43137.15538550758,47239.94808639721,2409515
2025-02-25 00:00:00+00:00,47239.94808639721,47496.30717357937,44304.73434367781,44556.8623558223,1681566
2025-02-26 00:00:00+00:00,44556.8623558223,44747.38691246023,43830.019187132995,43902.001496154706,3233696
2025-02-27 00:00:00+00:00,43902.001496154706,47364.11538497081,43640.67791990352,47134.18289390721,3571215
2025-02-28 00:00:00+00:00,47134.18289390721,48172.39069290564,46959.5157649477,48067.86404549033,4204479
2025-03-01 00:00:00+00:00,48067.86404549033,49458.16047739264,48065.938121214625,49248.052572538305,4887977
2025-03-02 00:00:00+00:00,49248.052572538305,49606.48567707395,49084.80407066915,49538.59650113344,1294421
2025-03-03 00:00:00+00:00,49538.59650113344,50287.512369724165,49497.436068955896,50272.21240937809,1989026
2025-03-04 00:00:00+00:00,50272.21240937809,52273.455030106394,50203.05406248433,51960.46187913525,2202849
2025-03-05 00:00:00+00:00,51960.46187913525,52002.04108259906,50271.513600746184,50326.320359828365,1998681
2025-03-06 00:00:00+00:00,50326.320359828365,52397.422604248575,50221.01429912945,52230.770970324484,4309128
2025-03-07 00:00:00+00:00,52230.770970324484,52262.05224301906,49096.48050554792,49434.22956438042,1557995
2025-03-08 00:00:00+00:00,49434.22956438042,50398.00777761267,49290.2267140196,50163.063613116436,1118953
2025-03-09 00:00:00+00:00,50163.063613116436,50674.12635169028,49925.23962792225,50591.7339351185,4442254
2025-03-10 00:00:00+00:00,50591.7339351185,50747.22955318353,49323.61463496047,49389.7961985886,4846073
2025-03-11 00:00:00+00:00,49389.7961985886,49518.79197466055,49220.66369108493,49402.71833232495,1905590
2025-03-12 00:00:00+00:00,49402.71833232495,49571.21953049018,48042.72289127274,48216.69366033411,2331421
2025-03-13 00:00:00+00:00,48216.69366033411,48528.56256803587,46142.43841630696,46201.567873546956,3012714
2025-03-14 00:00:00+00:00,46201.567873546956,46238.49404247797,45432.33576920179,45591.67106105003,3103793
2025-03-15 00:00:00+00:00,45591.67106105003,45671.21857907864,43507.108156707945,43628.536285535294,4963489
2025-03-16 00:00:00+00:00,43628.536285535294,44467.62936317845,43291.83077450327,44261.67720149067,2616614
2025-03-17 00:00:00+00:00,44261.67720149067,44321.831311365,42180.818910728376,42275.939995923814,1048563
2025-03-18 00:00:00+00:00,42275.939995923814,43637.214317717095,42211.58748695841,43578.3873669035,2691027
2025-03-19 00:00:00+00:00,43578.3873669035,43719.023881834546,41531.65889534853,41569.83485021549,3225944
2025-03-20 00:00:00+00:00,41569.83485021549,41638.99530016037,40605.596845026805,40665.402087557464,3067559
2025-03-21 00:00:00+00:00,40665.402087557464,40796.09717705886,39579.82017054839,39685.78368339494,3049156
2025-03-22 00:00:00+00:00,39685.78368339494,42024.39745504115,39356.866855878194,41948.520516774835,4690466
2025-03-23 00:00:00+00:00,41948.520516774835,42586.944743923064,41893.815517398514,42570.33898337907,4229789
2025-03-24 00:00:00+00:00,42570.33898337907,42649.40551488616,42206.31465042297,42253.13425747972,2006830
2025-03-25 00:00:00+00:00,42253.13425747972,43326.581482360976,42190.61375090908,43176.21014658905,2421126
2025-03-26 00:00:00+00:00,43176.21014658905,43180.40300140343,39424.03467379526,39654.273075666766,3670329
2025-03-27 00:00:00+00:00,39654.273075666766,39671.798955436534,39629.86123230994,39631.45154093035,2641365
2025-03-28 00:00:00+00:00,39631.45154093035,43121.10467009266,39477.95547461496,43060.41061116444,2713608
2025-03-29 00:00:00+00:00,43060.41061116444,43402.58955023239,43026.64000022157,43345.96346686713,1671751
2025-03-30 00:00:00+00:00,43345.96346686713,43620.33352171096,43238.499203676976,43518.44377346633,2017474
2025-03-31 00:00:00+00:00,43518.44377346633,44627.37055803817,43481.98729987411,44559.21892045424,3963260
2025-04-01 00:00:00+00:00,44559.21892045424,46355.28633512332,44376.2429982504,46278.668467737196,4371724
2025-04-02 00:00:00+00:00,46278.668467737196,46683.67529269568,42687.88692569382,42695.05192606966,4138835
2025-04-03 00:00:00+00:00,42695.05192606966,42847.51241752744,39841.10803131096,39900.49441593915,2231333
2025-04-04 00:00:00+00:00,39900.49441593915,40661.88490419134,39856.64382041872,40293.485686739885,1546653
2025-04-05 00:00:00+00:00,40293.485686739885,40367.95397452061,39143.861359956085,39177.744482005255,1638778
2025-04-06 00:00:00+00:00,39177.744482005255,41516.58668461897,39130.145600573574,41389.27146022566,2573828
2025-04-07 00:00:00+00:00,41389.27146022566,41428.668259432256,40633.029726244524,40907.23743231062,3071021
2025-04-08 00:00:00+00:00,40907.23743231062,41087.17028662504,37806.24761590385,37836.94059500926,4571619
2025-04-09 00:00:00+00:00,37836.94059500926,37961.091587701456,35920.0950390343,35965.35364867831,4595310
2025-04-10 00:00:00+00:00,35965.35364867831,36076.15273366915,32052.57196229298,32173.975208642656,1010829
2025-04-11 00:00:00+00:00,32173.975208642656,32359.442526030158,31795.832093050918,31904.971337789964,3830241
2025-04-12 00:00:00+00:00,31904.971337789964,32013.032623940402,31696.41428069602,31697.52842514712,2195036
2025-04-13 00:00:00+00:00,31697.52842514712,31702.768226199158,30965.485739913314,31188.488614189435,1791208
2025-04-14 00:00:00+00:00,31188.488614189435,32752.729287621347,31140.143074260424,32635.984301763896,3220169
2025-04-15 00:00:00+00:00,32635.984301763896,34378.40343607557,32418.680120576122,34318.368761829974,1135652
2025-04-16 00:00:00+00:00,34318.368761829974,34423.09720198428,33969.902285889766,34120.36667782909,2336375
2025-04-17 00:00:00+00:00,34120.36667782909,34209.0344422657,31285.94342433051,31301.85796546536,3208894
2025-04-18 00:00:00+00:00,31301.85796546536,32211.96958696315,31207.983002919962,32141.345940133866,2088180
2025-04-19 00:00:00+00:00,32141.345940133866,33089.55938154517,32054.36074162769,32919.77618229965,3373569
2025-04-20 00:00:00+00:00,32919.77618229965,33419.59789144983,32766.45158667249,33379.18316570495,2840149
2025-04-21 00:00:00+00:00,33379.18316570495,34879.419337677435,33353.071860656426,34789.330384107074,4197629
2025-04-22 00:00:00+00:00,34789.330384107074,34924.33142105068,33205.15632946117,33208.504089380775,1726092
2025-04-23 00:00:00+00:00,33208.504089380775,36244.56305697931,33159.53408277416,36098.35398931892,1228412
2025-04-24 00:00:00+00:00,36098.35398931892,36272.084079621585,34740.24644035365,34749.07214320941,3118500
2025-04-25 00:00:00+00:00,34749.07214320941,35877.88257778251,34460.5746548176,35874.29930143073,2027579
2025-04-26 00:00:00+00:00,35874.29930143073,35999.350049420056,33435.37625222559,33519.294374681966,3826783
2025-04-27 00:00:00+00:00,33519.294374681966,33587.39963292051,32203.25322787575,32304.965275934417,1373144
2025-04-28 00:00:00+00:00,32304.965275934417,34498.0516230703,32223.175220004287,34415.287793752475,3301179
2025-04-29 00:00:00+00:00,34415.287793752475,34546.88687115021,33938.84557526609,34090.15083819605,4959335
2025-04-30 00:00:00+00:00,34090.15083819605,35335.0371384092,34070.71212219829,35324.98786540133,1372437
2025-05-01 00:00:00+00:00,35324.98786540133,35843.435880259116,35107.23461062155,35711.882353201196,2207278
2025-05-02 00:00:00+00:00,35711.882353201196,35945.47729780126,35580.950545012936,35601.09216191776,4377634
2025-05-03 00:00:00+00:00,35601.09216191776,37733.54909580004,35514.39612844965,37690.618372896315,3134258
2025-05-04 00:00:00+00:00,37690.618372896315,37894.470667537506,37262.884603143015,37371.61362010762,1699911
2025-05-05 00:00:00+00:00,37371.61362010762,37455.94201613238,34766.63938272609,34785.044074809295,1852519
2025-05-06 00:00:00+00:00,34785.044074809295,34879.91362695511,33629.745116515245,33699.682378369675,4059248
2025-05-07 00:00:00+00:00,33699.682378369675,34600.16002298201,33547.828652239274,34509.96311943799,4443580
2025-05-08 00:00:00+00:00,34509.96311943799,35325.95857348072,34432.37191755414,35115.16611835361,2442260
2025-05-09 00:00:00+00:00,35115.16611835361,35121.10882301008,32907.54812460355,32971.9959086381,2895331
2025-05-10 00:00:00+00:00,32971.9959086381,32996.26702435218,31986.80536275538,32046.56592513563,4131045
2025-05-11 00:00:00+00:00,32046.56592513563,32217.348320474724,31326.033781691527,31329.534786952387,1707709
2025-05-12 00:00:00+00:00,31329.534786952387,31390.999869186373,30882.643109544177,30900.95714420403,1825091
2025-05-13 00:00:00+00:00,30900.95714420403,30920.916316226598,29138.996981930442,29242.971940227937,4097727
2025-05-14 00:00:00+00:00,29242.971940227937,29332.85275098474,28346.949817368033,28534.11437384839,1746648
2025-05-15 00:00:00+00:00,28534.11437384839,28611.846680955146,27715.91240477611,27728.396932238848,4083246
2025-05-16 00:00:00+00:00,27728.396932238848,28755.827375741035,27701.445740954572,28652.44677599543,2988103
2025-05-17 00:00:00+00:00,28652.44677599543,29678.368620602952,28548.501609940715,29652.89386670147,4960136
2025-05-18 00:00:00+00:00,29652.89386670147,29705.02824794327,29372.37677732093,29511.49418069764,1131744
2025-05-19 00:00:00+00:00,29511.49418069764,29526.04222524699,28939.187737332384,29076.13620671488,4783818
2025-05-20 00:00:00+00:00,29076.13620671488,29334.29299180872,28989.080196906496,29278.036117438787,1901189
2025-05-21 00:00:00+00:00,29278.036117438787,29301.829817630885,28319.061489600503,28349.020595793412,1140322
2025-05-22 00:00:00+00:00,28349.020595793412,28369.102766298714,27041.765923518295,27080.789419271146,3896049
2025-05-23 00:00:00+00:00,27080.789419271146,27140.452819901162,25890.90961494276,26089.074766258727,3130113
2025-05-24 00:00:00+00:00,26089.074766258727,26127.041716870353,25336.9491419108,25449.95451414362,4349533
2025-05-25 00:00:00+00:00,25449.95451414362,25468.15543403256,24213.269634358654,24294.85641432271,1433414
2025-05-26 00:00:00+00:00,24294.85641432271,24492.247910387705,24266.59265622489,24485.738576694548,1323141
2025-05-27 00:00:00+00:00,24485.738576694548,25291.05853255433,24420.861190856056,25258.440414054883,3268996
2025-05-28 00:00:00+00:00,25258.440414054883,25318.798793851063,23641.31351063349,23697.398704594678,4528310
2025-05-29 00:00:00+00:00,23697.398704594678,23766.854348852456,23619.150278142883,23750.051122811168,2623052
2025-05-30 00:00:00+00:00,23750.051122811168,23771.90335160645,23548.31033400265,23565.166711085152,4190068
2025-05-31 00:00:00+00:00,23565.166711085152,23932.984166368657,23557.052426576192,23925.469891894445,4624839
2025-06-01 00:00:00+00:00,23925.469891894445,24063.13765848757,23811.136381208216,23941.28227643722,4478737
2025-06-02 00:00:00+00:00,23941.28227643722,24037.551815418854,22560.729961527533,22584.762224274342,3034674
2025-06-03 00:00:00+00:00,22584.762224274342,22636.923328903464,21315.431182234526,21472.561999524227,3793714
2025-06-04 00:00:00+00:00,21472.561999524227,21646.302145535898,21440.066842607448,21524.055979376808,3102664
2025-06-05 00:00:00+00:00,21524.055979376808,22491.50977963288,21478.918622885758,22476.858925255634,3696612
2025-06-06 00:00:00+00:00,22476.858925255634,22583.067668790896,20550.523430785073,20553.152036565305,3268348
2025-06-07 00:00:00+00:00,20553.152036565305,20901.603823782367,20547.805871869226,20871.006811474235,3100372
2025-06-08 00:00:00+00:00,20871.006811474235,21950.142356349275,20853.869377591116,21938.912370410435,2747233
2025-06-09 00:00:00+00:00,21938.912370410435,21975.79932576278,21776.092619025923,21827.84691872448,3611148
2025-06-10 00:00:00+00:00,21827.84691872448,22353.85578000507,21727.469498989165,22351.773899988428,4004396
2025-06-11 00:00:00+00:00,22351.773899988428,22368.6760531639,21709.630056719438,21743.354928107627,4676438
2025-06-12 00:00:00+00:00,21743.354928107627,21794.624233161954,21618.660587964132,21663.115765463615,3452914
2025-06-13 00:00:00+00:00,21663.115765463615,21681.954592510465,20258.762840271793,20296.153516890117,1402088
2025-06-14 00:00:00+00:00,20296.153516890117,20308.23264036292,18371.341473289303,18460.439309139147,3349914
2025-06-15 00:00:00+00:00,18460.439309139147,19254.063712907384,18423.41383312217,19209.849340014698,2263057
2025-06-16 00:00:00+00:00,19209.849340014698,19256.314996917532,18410.23732321654,18472.47634018239,1107252
2025-06-17 00:00:00+00:00,18472.47634018239,18547.85753433582,18150.266218446366,18152.71657420099,1289819
2025-06-18 00:00:00+00:00,18152.71657420099,18173.994736172106,17070.320597134636,17171.331587021454,3365208
2025-06-19 00:00:00+00:00,17171.331587021454,17199.423366681513,16192.994546635306,16227.362627887303,4779220
2025-06-20 00:00:00+00:00,16227.362627887303,16238.640341992794,16051.130070055764,16131.459311518176,3022285
2025-06-21 00:00:00+00:00,16131.459311518176,16178.168137114566,15660.813404999355,15675.335001337653,2781061
2025-06-22 00:00:00+00:00,15675.335001337653,15942.985628593673,15633.601123074446,15938.784118698324,1354642
2025-06-23 00:00:00+00:00,15938.784118698324,16275.337356517157,15883.324834733648,16256.219508973947,3701377
2025-06-24 00:00:00+00:00,16256.219508973947,16505.847399930244,16234.668150251362,16490.81581885505,1221884
2025-06-25 00:00:00+00:00,16490.81581885505,16677.132197080926,16481.747640125788,16672.553579445685,4364480
2025-06-26 00:00:00+00:00,16672.553579445685,17834.75496557526,16640.33178973302,17806.398889941767,4265623
2025-06-27 00:00:00+00:00,17806.398889941767,17924.677143981764,17034.94512687509,17065.0839394496,4964000
2025-06-28 00:00:00+00:00,17065.0839394496,17088.22168367275,17024.210903296284,17047.023368652168,2137126
2025-06-29 00:00:00+00:00,17047.023368652168,17913.256250549955,16996.89535856678,17877.54347735648,1647129
2025-06-30 00:00:00+00:00,17877.54347735648,18874.56159174685,17862.46342087611,18850.018312387478,2198139
2025-07-01 00:00:00+00:00,18850.018312387478,18864.260693408578,17767.905141117764,17805.165505657096,4198050
2025-07-02 00:00:00+00:00,17805.165505657096,17880.203143675546,17554.1104355596,17599.831624015504,1875289
2025-07-03 00:00:00+00:00,17599.831624015504,18691.184933827946,17512.844651622232,18628.443687893654,4549691
2025-07-04 00:00:00+00:00,18628.443687893654,19048.084532662593,18612.19596799737,19042.703374588888,1616746
2025-07-05 00:00:00+00:00,19042.703374588888,19282.481721481035,19022.446458140996,19218.430664800715,1195501
2025-07-06 00:00:00+00:00,19218.430664800715,19286.970360032094,18934.86335107545,19070.580790481716,1877430
2025-07-07 00:00:00+00:00,19070.580790481716,19106.37678009198,18765.3811258088,18795.58835448064,4016362
2025-07-08 00:00:00+00:00,18795.58835448064,19113.608459866242,18744.781960358872,19041.372614101667,3409118
2025-07-09 00:00:00+00:00,19041.372614101667,19142.892616095873,18778.87568690749,18868.065651672325,2418901
2025-07-10 00:00:00+00:00,18868.065651672325,18905.356347664772,18761.304220043636,18857.63535450122,3624149
2025-07-11 00:00:00+00:00,18857.63535450122,18941.537636117984,18776.09395110331,18940.95826351647,3594387
2025-07-12 00:00:00+00:00,18940.95826351647,19031.31906759789,18382.83359947062,18444.251276490777,3218884
2025-07-13 00:00:00+00:00,18444.251276490777,18882.010496596096,18369.177834693928,18872.991219569558,3056192
2025-07-14 00:00:00+00:00,18872.991219569558,21292.048390530068,18830.811050185664,21290.25470306464,1405973
2025-07-15 00:00:00+00:00,21290.25470306464,21332.42857601635,19782.171389674608,19819.754747637202,2038969
2025-07-16 00:00:00+00:00,19819.754747637202,20143.481281829176,19783.113844357704,20108.381070749867,3110788
2025-07-17 00:00:00+00:00,20108.381070749867,20137.13221300907,19379.087718821276,19515.330080826512,1540885
2025-07-18 00:00:00+00:00,19515.330080826512,20006.90059125799,19406.364653534085,20006.019517762517,2903354
2025-07-19 00:00:00+00:00,20006.019517762517,20115.631207116116,19989.170444072395,20068.070701109136,1467788
2025-07-20 00:00:00+00:00,20068.070701109136,20736.703379756997,19974.760760728954,20728.623578641087,4148935
2025-07-21 00:00:00+00:00,20728.623578641087,21781.21383054907,20701.527323702598,21776.653878553014,1413291
2025-07-22 00:00:00+00:00,21776.653878553014,22062.96246072751,21770.05968182133,21975.052954424864,1370155
2025-07-23 00:00:00+00:00,21975.052954424864,23146.81595528255,21900.307716513606,23045.06193490408,3551160
2025-07-24 00:00:00+00:00,23045.06193490408,23084.133918756255,20828.27210706522,20960.75780894202,1882128
2025-07-25 00:00:00+00:00,20960.75780894202,22572.689552932778,20924.484265527663,22397.85936722353,2405643
2025-07-26 00:00:00+00:00,22397.85936722353,22785.611448026877,22396.72804751237,22771.57888197322,2257037
2025-07-27 00:00:00+00:00,22771.57888197322,23861.599540202365,22647.105659372857,23827.4250754869,1866533
2025-07-28 00:00:00+00:00,23827.4250754869,23920.94151950397,22589.866804060675,22693.498886731497,4047127
2025-07-29 00:00:00+00:00,22693.498886731497,22727.09444749671,21892.94925442287,21960.648293874496,3767540
2025-07-30 00:00:00+00:00,21960.648293874496,22162.346018183507,21893.55968609937,22118.5854443571,1955106
2025-07-31 00:00:00+00:00,22118.5854443571,22155.839560530847,22111.78581293473,22129.489059009724,3747398
2025-08-01 00:00:00+00:00,22129.489059009724,22421.79097326015,22113.38195234487,22414.142271374116,3853888
2025-08-02 00:00:00+00:00,22414.142271374116,23511.681412967937,22349.72324642688,23459.823248632376,3156673
2025-08-03 00:00:00+00:00,23459.823248632376,23492.37767467523,21785.55517811532,21849.997502106267,3313547
2025-08-04 00:00:00+00:00,21849.997502106267,22833.99948954334,21831.878542600796,22765.93697247304,4739831
2025-08-05 00:00:00+00:00,22765.93697247304,22868.75741247765,22697.94381567733,22800.786134144077,2815517
2025-08-06 00:00:00+00:00,22800.786134144077,22820.936979343547,22629.449287586158,22638.260293397932,2541656
2025-08-07 00:00:00+00:00,22638.260293397932,22700.921168002435,21335.77019215601,21340.258891033114,3156004
2025-08-08 00:00:00+00:00,21340.258891033114,21853.5179948567,21303.69188369363,21810.331086180977,4343451
2025-08-09 00:00:00+00:00,21810.331086180977,21935.72597799102,19723.418750813325,19781.077750291162,3838346
2025-08-10 00:00:00+00:00,19781.077750291162,20384.060067693372,19737.18200523049,20337.48077038788,1300557
2025-08-11 00:00:00+00:00,20337.48077038788,20421.626034524266,19107.84448575205,19154.92785950113,2837110
2025-08-12 00:00:00+00:00,19154.92785950113,19277.101658383603,19005.31103772414,19219.768985146315,3959324
2025-08-13 00:00:00+00:00,19219.768985146315,19257.84964581737,19127.391264316855,19148.99731872662,1895670
2025-08-14 00:00:00+00:00,19148.99731872662,20142.289724372076,19122.681897150916,20112.2466777305,4953789
2025-08-15 00:00:00+00:00,20112.2466777305,20118.41651122031,19943.326757172,19989.44034943372,4232432
2025-08-16 00:00:00+00:00,19989.44034943372,20056.78219827803,19404.635651280445,19452.436366450216,4386392
2025-08-17 00:00:00+00:00,19452.436366450216,19497.188678125203,19045.15654395708,19075.778155452022,1326899
2025-08-18 00:00:00+00:00,19075.778155452022,20194.229164658245,19052.706230094995,20120.304864173428,3318658
2025-08-19 00:00:00+00:00,20120.304864173428,20663.112151087233,20087.64171186437,20591.518555595692,3111150
2025-08-20 00:00:00+00:00,20591.518555595692,20768.03554453036,20242.692074197046,20293.074760801315,3507064
2025-08-21 00:00:00+00:00,20293.074760801315,20315.384022341987,20096.712156168065,20121.493827485516,4401046
2025-08-22 00:00:00+00:00,20121.493827485516,20156.6928477427,18888.256504124383,18893.334622525334,2413158
